timestamp,input_url,source_host,score,verdict,title,description,author,print_time_ai,material_ai,downloads,likes,search_volume,search_trend,etsy_listings,etsy_avg_price,market_insight,sell_price,units_per_month,gross_revenue,print_cost,etsy_fees,net_profit,manufacturing_verdict,is_3d_optimal,printing_advantage,etsy_ban_risk,etsy_ban_reason,legal_risk,legal_desc,copyright_risk,copyright_desc,best_platform,category,marketplace,price_range,print_time_input,material_input,seller_goal,printer_count,printer_type,experience,weekly_time,active_markets,social_media,sell_from,sell_to,legal_flags
2026-04-26T15:38:46.684Z,https://makerworld.com/models/198885?appSharePlatform=copy,makerworld.com/models/198885,38,Don't sell — license blocks commercial use,Articulated Axolotl - Print in Place,"A meticulously crafted print-in-place articulated axolotl model featuring fringed gills, soft-textured body, and endearing facial details. Designed by Bloom Studio and categorised under Toys and Games.",Bloom Studio,1.6h,~45g PLA,37k,2400,3200,↓ 12% YoY,4800,$18,"<b>Flexi and articulated animals are one of the most over-saturated niches on Etsy</b> — 4,000+ identical or near-identical listings exist for articulated axolotls alone, and the generic design with no personalisation angle makes it nearly impossible for a new seller to break through. Buyer perception of 3D-printed flexi toys is mixed; savvy shoppers compare prices to cheap AliExpress imports. <b>Seasonality is flat</b> with a minor gift-season bump in November–December, but volume is insufficient to justify building a store around this single product given current competition levels.",$18.00,20,360,31,40,289,Ideal method,TRUE,"Geometry — the interlocked articulated joint structure is physically impossible to injection-mould as a single part, making 3D printing the only viable low-volume manufacturing method.",high,"The file is explicitly licensed under Creative Commons 4.0 Attribution–NonCommercial–NoDerivatives, which prohibits commercial use and selling prints — this is a hard block under March 2026 Etsy policy, and listing prints for sale would violate both the license and Etsy reselling rules.",high,You are selling to WORLDWIDE markets and flagged 'kids' as a legal concern — in the US this triggers CPSIA third-party lab testing and a Children's Product Certificate (ASTM F963-23); EU sales require CE EN 71 toy safety certification and a GPSR Declaration of Conformity with an EU Responsible Person; you must comply with the strictest standard across all target markets before shipping internationally.,high,The original design is owned by Bloom Studio and licensed strictly NonCommercial–NoDerivatives — selling prints without explicit written permission from the creator constitutes copyright infringement.,,gaming,etsy,15-30,,,testing,,,some,,,,US,WORLDWIDE,kids
2026-04-26T15:46:11.756Z,https://makerworld.com/pt/models/1971172-auto-locking-hanger-gravity-towel-hook-ribbed?from=recommend#profileId-2119317,makerworld.com/pt/models/1971172-auto-locking-hanger-gravity-towel-hook-ribbed,62,Good for the right audience,Auto-locking Hanger - Gravity Towel Hook - Ribbed,"A print-in-place gravity auto-locking towel hook with a ribbed Japandi-style aesthetic, available in double-sided tape and screw-mount versions. Compact at 28×66×31.6mm, designed to fit 95%+ of standard towels with an integrated ball mechanism that cannot detach.",yekta,1h,~25g PLA,61.3k,40800,14000,↑ 18% YoY,4200,€10,"<b>Bathroom hooks and towel hangers have strong, steady Etsy demand</b> driven by home decor buyers seeking aesthetic upgrades — the Japandi trend in particular has grown substantially since 2022 and remains active in 2025. <b>Competition is moderate</b> at ~4,200 listings, but most are generic ceramic or wooden hooks; 3D-printed functional hooks with a clean aesthetic are a smaller subset, reducing direct competition. <b>Buyer perception of 3D-printed bathroom items is mixed</b> — presentation matters enormously, so high-quality photos in styled bathroom settings and colour variety (white, black, wood-tone filament) will be essential to convert at the €8–€14 price point this item realistically commands.",€10.00,110,1100,74,113,913,Ideal method,TRUE,"Zero tooling — print-in-place moving mechanism is impossible to replicate cheaply via injection moulding, giving 3D printing an exclusive functional advantage at any volume under ~500 units/month",medium,The file is hosted on MakerWorld as a free model; the scraped data references a commercial membership on Patr,,,,,,functional,etsy,,,,business,,,new,,,,,WORLDWIDE,
2026-04-26T15:55:27.614Z,https://makerworld.com/models/2263445?appSharePlatform=copy,makerworld.com/models/2263445,42,Marginal — needs a unique angle,TAG Slab Chain - Necklace (Print-in-Place Cuban Chain for Graded Cards),"A print-in-place PLA Cuban chain necklace designed to hold TAG Slabs (graded trading card holders), letting collectors wear or display their prized cards. Designed by Rooster Print Farm with a 6.2-hour print time at 0.12mm layer height.",Rooster Print Farm,6.2h,~60g PLA (estimated for a full necklace chain print),,,2800,↑ 18% YoY,320,€16,"<b>The TCG/graded card accessories niche is growing</b> alongside the trading card grading boom (PSA, BGS, TAG), but most buyers in this space are teens and young adults who are price-sensitive. <b>Plastic chain necklaces face a perception problem</b> — buyers expecting jewellery-grade quality will be disappointed by visible FDM layer lines, and the market average price of ~€16 leaves very thin margin at 6.2h print time. <b>Seasonality peaks around major TCG set releases and holidays</b> (Christmas, birthdays), but there is no strong evergreen gifting pull outside the collector community.",€22.00,18,396,40,44,312,"Works, but has limits",TRUE,Geometry — print-in-place interlocking chain links are mechanically impossible to produce without tooling costs that make small-run alternatives uneconomical,medium,"The model page states 'If you want permission to sell? Join the Patreon' — this means commercial/print-for-sale use requires a paid Patreon license from Rooster Print Farm, and it is not included by default. You must join the Patreon and obtain written confirmation of your selling rights before listing on Etsy.",,,,,,gaming,etsy,15-30,,,side-hustle,,,some,,,,CA,WORLDWIDE,"kids, wearable"
2026-04-26T15:57:59.689Z,https://makerworld.com/models/2532211?appSharePlatform=copy,makerworld.com/models/2532211,38,Don't sell — IP and margin risk,Football Ball – Canada National Edition,"A decorative 3D-printed soccer ball featuring Canada's maple leaf design in red and white, intended as a collectible or display piece. Designed by MyKut3D on MakerWorld, it requires gluing and multi-colour printing across 3 plates.",MyKut3D,3.8h,"~120g PLA (3 plates, decorative ball geometry estimated)",,,320,"↑ 22% seasonal (World Cup 2026 spike, fades post-tournament)",1200,€22,"<b>Search demand for decorative soccer balls on Etsy is low and highly seasonal</b>, spiking around major tournaments like FIFA 2026 (Canada–USA–Mexico) and dropping sharply after. Competition comes not from other 3D printers but from mass-produced injection-moulded souvenirs available on Amazon and AliExpress for under €8, making it very hard to justify a premium price for a PLA print. <b>Buyer perception of 3D-printed balls is a barrier</b> — the seams, glue lines, and layer texture of a split decorative ball are visible weaknesses compared to smooth manufactured alternatives, and this category rewards a premium tactile finish that FDM cannot deliver reliably at this price point.",€22.00,30,660,114,79,467,"Works, but has limits",FALSE,Zero tooling cost — lets you test the FIFA 2026 seasonal window with no upfront investment before committing to larger volumes.,medium,"The MakerWorld listing does not display an explicit commercial or print-for-sale license in the scraped data — the file appears to be offered as a free personal-use download. You must check the license tab on the model page and message MyKut3D directly to request a written commercial license before listing prints for sale on Etsy; without it, your shop risks a policy violation under Etsy March 2026 reselling rules.",medium,"Selling from Canada to worldwide markets means you must comply with Canadian CCPSA for consumer products and, for EU buyers, the EU General Product Safety Regulation (GPSR effective December 2024) requiring a Declaration of Conformity and an EU Responsible Person — you must either appoint an EU representative or restrict EU sales until compliant.",medium,The maple leaf as a national symbol is not protected IP,,decor,etsy,,,,side-hustle,,,some,,,,CA,WORLDWIDE,
2026-04-26T16:04:12.035Z,https://makerworld.com/models/2532211?appSharePlatform=copy,makerworld.com/models/2532211,41,Marginal — needs a unique angle,Football Ball – Canada National Edition,"A decorative 3D-printed soccer ball inspired by the Canada National Team, featuring the iconic maple leaf design in red and white. Designed as a collectible or display piece, ideal for soccer fans and Canadian sports enthusiasts.",MyKut3D,3.8h,"~120g PLA (3 colours, 3 plates)",,,1200,↑ 18% YoY (FIFA 2026 effect),320,€18,"<b>Demand is event-driven</b>, spiking around FIFA World Cup 2026 (USA/Canada/Mexico host), but baseline search volume for decorative printed soccer balls is thin year-round. <b>Competition from AliExpress and mass-produced soccer memorabilia undercuts 3D-printed versions</b> on price in the generic decor segment. Buyers perceive 3D-printed sports decor as acceptable if it carries a strong personalisation or exclusivity angle — a plain national-edition ball without a name or number customisation struggles to justify a premium price.",€11.00,35,385,83,48,254,"Works, but has limits",TRUE,"Zero tooling — the seller can produce a Canada edition, a Mexico edition, and a USA edition for FIFA 2026 with no upfront cost, testing all three markets simultaneously.",medium,"No explicit commercial or print-for-sale license is visible in the scraped data — the file appears to be offered as a free download on MakerWorld, but the license type is not confirmed. The seller should check the license tab on the model page and contact MyKut3D directly to request written permission for commercial print sales before listing on any marketplace.",low,"Selling from Canada to worldwide markets, this decorative PLA object is not a toy or food-contact item, so no mandatory certification is triggered; however, the seller should ensure product listings destined for EU buyers note the material (PLA) and include a basic safety statement to comply with the EU General Product Safety Regulation (GPSR, effective December 2024).",medium,"The maple leaf as a national symbol is not privately owned, but the specific stylised design is authored by MyKut3D — selling prints without a commercial license infringes the designer's copyright regardless of the symbol's public domain status.",,decor,local,5-15,,,side-hustle,,,some,,,,CA,WORLDWIDE,
2026-04-26T16:06:21.165Z,https://makerworld.com/models/1746706?appSharePlatform=copy,makerworld.com/models/1746706,22,Don't sell — IP and license blocks,LA Dodgers Chain,"A 3D printed chain keychain or wearable accessory featuring the LA Dodgers branding, generated via an image-to-keychain tool. Designed by Sgambaro and released free on MakerWorld in August 2025.",Sgambaro,5.9h,~45g PLA (estimated for a chain accessory at 15% infill),,,3200,↑ 12% YoY,4800,€18,"<b>Demand for Dodgers fan merchandise is real and seasonal</b> — peaking around MLB playoffs and World Series — but the vast majority of Etsy listings are either officially licensed or removed under IP enforcement. <b>3D printed sports team chains occupy a high-risk niche</b> where buyer hesitation about quality and seller hesitation about takedowns converge. A wearable plastic chain also faces a buyer perception problem: at a €15–30 price point, buyers in this category expect metal or at minimum a premium finish that FDM layer lines cannot provide.",€22.00,8,176,11,18,147,Wrong method — consider alternatives,FALSE,Zero tooling cost — 3D printing allows market testing with no upfront investment before committing to a better manufacturing method,high,"The file is licensed under Creative Commons Attribution-Noncommercial-Share Alike 4.0 (CC BY-NC-SA), which explicitly prohibits commercial use — selling prints on Etsy violates both the file license and Etsy's March 2026 reselling policy, making Etsy ban risk high.",high,"As a Canadian seller shipping worldwide, you face MLB Advanced Media trademark enforcement globally — the LA Dodgers name and associated logos are registered trademarks",,,,gaming,etsy,15-30,,,testing,,,some,,,,CA,WORLDWIDE,"kids, wearable"
2026-04-26T16:06:56.702Z,https://makerworld.com/en/models/481588-spiral-vase?from=search#profileId-393422,makerworld.com/en/models/481588-spiral-vase,42,Marginal — needs a unique angle,Spiral Vase,"A 20cm tall spiral vase designed for bouquets up to 5cm in diameter, featuring no steep overhangs for clean, reliable FDM printing. Originally designed by MoritzA and released June 2024.",MoritzA,6.2h,"~180g PLA (estimated for a 20cm vase at 2 walls, 15% infill)",13.6k,,9400,→ Stable,48000,€22,"<b>Demand is real but competition is brutal</b> — with tens of thousands of vase listings on Etsy and mass-produced alternatives available at €5–12 on Amazon and AliExpress, a generic spiral vase struggles to justify a premium price. <b>Buyer perception of 3D-printed vases is mixed</b>: visible layer lines can look handcrafted-charming in silk or metallic PLA, but cheaply plastic in standard colours — material choice and finishing are critical to conversion. At 6.2h print time on a single printer, output is capped at roughly 2 units per day, making scale very difficult without multiple machines.",€22.00,18,396,122,43,231,"Works, but has limits",TRUE,"Zero tooling — the seller can test colour variants and subtle shape tweaks at no upfront cost, which is the only realistic way to find a differentiated angle in a saturated vase market.",medium,"No explicit commercial or print-for-sale license is visible in the scraped page data — the file appears to be offered free for personal use on MakerWorld. The seller should check the model's license tab on MakerWorld directly and, if no commercial license is stated, message MoritzA to request written permission to sell prints before listing on Etsy, in line with Etsy's March 2026 reselling policy.",low,"Selling from an unspecified country to worldwide markets means the strictest relevant standards apply — for decorative non-food-contact vases there are no mandatory product certifications, but if the seller is EU-based, GPSR (effective December 2024) requires a Declaration of Conformity and an EU Responsible Person on every listing. No additional category-specific regulation applies to a decorative vase.",medium,"The design is the original work of MoritzA — no third-party IP is implicated, but reproducing",,decor,,15-30,,,testing,,,,,,,,WORLDWIDE,
2026-04-26T16:19:27.790Z,https://makerworld.com/models/1042446?appSharePlatform=whatsapp,makerworld.com/models/1042446,28,Don't sell — commodity undercut by Amazon,Cable Clips for Organizing Cables in Cars,"Compact 3D-printed cable clips designed to hold dashcam and other car cables in place without tangling. Two thickness variants are included for a secure fit with no supports, brims, or glue required.",Kaflex Studio,12–13 min per plate,~8g PLA (estimated for small clip set),,,3200,→ Stable,12000,€6,"<b>This category is heavily commoditised.</b> Amazon and AliExpress sell 20-pack cable clips for €2–4, making it nearly impossible for a 3D-printed version at €5–10 to justify its price to the average buyer. <b>Etsy lists over 12,000 results</b> for car cable clips and related terms, with the majority of traction going to mass-produced imported sets rather than handmade or printed alternatives. Buyer perception in this category skews toward utility and lowest price — the handcrafted or maker story adds almost no perceived value for a functional car cable clip.",€7.50,15,112,4,18,90,Wrong method — consider alternatives,FALSE,Zero tooling — test custom-sized or vehicle-specific clip variants at €0 upfront before committing to any manufacturing investment,medium,"The model is licensed under Creative Commons Attribution 4.0 (CC BY 4.0), which permits commercial use provided attribution is given to Kaflex Studio — however, CC BY 4.0 does not automatically grant a specific print-for-sale commercial licence under Etsy policy, so the seller should verify on the MakerWorld model page licence tab and consider messaging Kaflex Studio directly to confirm print-for-sale permission before listing.",low,Selling from an un,,,,functional,,5-15,,,testing,,,,,,,,WORLDWIDE,none
2026-04-26T16:26:06.518Z,https://makerworld.com/models/2005700?appSharePlatform=copy,makerworld.com/models/2005700,42,Marginal — needs a unique angle,Volkswagen T4 Long Nose Holder Fender (7D0854509 / 7D0854510),"Replacement fender bracket mounts for the Volkswagen T4 long nose variant, replicating OEM part numbers 7D0854509 and 7D0854510. Designed for PETG or ASA printing for durability and UV resistance.",Chajda,2.9h,Estimated 60–90g PETG,,,800,→ Stable,35,€18,"<b>The VW T4 aftermarket parts niche is small but high-intent</b> — buyers searching for discontinued fender brackets have a genuine functional need and limited alternatives, which supports price tolerance up to €20–25 per pair. <b>Etsy has very few competing listings for this specific part</b>, meaning low competition but also low organic search traffic; eBay and German auto-parts forums may outperform Etsy for this technical audience. <b>Buyer perception of 3D-printed replacement trim clips is generally acceptable</b> for hidden or semi-structural brackets, but sellers should emphasise PETG/ASA durability and weathering resistance to overcome any hesitation.",€19.00,25,475,60,50,365,Ideal method,TRUE,Zero tooling — exact OEM geometry reproduced at zero upfront cost for a discontinued part that cannot be sourced through normal supply chains.,medium,"The file is licensed under Creative Commons Attribution 4.0 (CC BY 4.0), which permits commercial use including selling printed copies as long as credit is given to the designer Chajda — however, you should verify the exact license tab on the MakerWorld model page and consider messaging Chajda directly to confirm commercial print-for-sale is explicitly permitted under their interpretation.",medium,As an EU,,,,,,15-30,,,side-hustle,,,active,,,,DE,WORLDWIDE,none
2026-04-26T18:08:17.623Z,https://makerworld.com/models/2035237,makerworld.com/models/2035237,52,Marginal — needs a unique angle,Indoor Plant Pot with Base — Free Commercial License,"A modern indoor plant pot with matching base, designed by Nordic Creativa and optimised for FDM printing at 0.24mm layer height with 15% infill. Comes with a free commercial license granted by the designer to celebrate reaching 5,000 followers.",Nordic Creativa,3.7h,~120g PLA (estimated for a mid-size pot at 0.24mm / 15% infill),,,9400,↑ 12% YoY,48000,€22,"<b>Demand is real but competition is brutal:</b> with 48,000+ Etsy listings for plant pots and planters, a plain modern design has almost no organic discoverability without strong SEO, reviews, or a differentiating visual angle. <b>Buyer perception of 3D-printed planters is mixed</b> — visible layer lines read as 'handmade craft' to some buyers but 'cheap plastic' to others, so photography and filament colour choice are critical. <b>Seasonality peaks November–December</b> (gifting) and again in March–April (spring planting), giving a testing window of roughly 6–8 weeks before the first peak; as a seller just starting out in Italy shipping worldwide, expect 3–5-day EU delivery times but 7–14 days to the USA, which is your largest potential market.",€22.00,30,660,95,73,492,"Works, but has limits",TRUE,"Zero tooling — test multiple sizes, colours, and styles at €0 upfront before committing to a hero SKU",medium,"The designer explicitly states a free commercial license in the title and description, which covers selling prints. However, the formal file license shown on the page is Creative Commons",,,,,,decor,etsy,15-30,,,testing,,,some,,,,IT,WORLDWIDE,none
2026-04-26T18:14:40.675Z,https://makerworld.com/models/1597315?appSharePlatform=copy,makerworld.com/models/1597315,42,Marginal — needs a unique angle,Snap-On Soda Can Lid & Opener,"A snap-on lid and opener gadget designed for standard EU soda cans (fat and slim), keeping bugs and dust out while doubling as a tab-style opener. Prints in multiple versions including a keychain variant.",MakerShed (Skaperboden),39.4h (all plates); estimate ~8–10h per single unit,~35–50g PLA estimated,1.6k,,1800,→ Stable,320,€7,"<b>Demand for can lids on Etsy is modest and highly price-sensitive</b> — buyers comparing to silicone alternatives from Amazon (€3–6 for a multipack) will resist paying €8–12 for a single 3D-printed version. <b>The EU-can-specific sizing is a double-edged sword</b>: it differentiates from generic products but narrows the addressable market, especially when selling worldwide to a predominantly US-based Etsy audience where can dimensions differ. Production is the bigger constraint — at ~8–10h per unit on a typical single FDM printer, output is limited to 1–2 units per day with bed-change overhead, making scaling very difficult at this price point.",€9.00,12,108,17,11,80,"Works, but has limits",FALSE,"Zero tooling — allows rapid market testing of can-specific sizing variants (slim vs. fat EU cans, keychain version) at no upfront cost before committing to any mould investment.",medium,"The model is licensed under Creative Commons Attribution-NoDerivatives (CC BY-ND 4.0), which permits commercial use but requires credit to MakerShed (Skaperb",,,,,,functional,etsy,5-15,,,testing,,,some,,,,IT,WORLDWIDE,none
2026-04-26T19:27:33.262Z,https://makerworld.com/models/1732854?appSharePlatform=copy,makerworld.com/models/1732854,52,Marginal — needs a unique angle,Cactus Snap-Pot Doorstop,"A decorative cactus-themed doorstop featuring a hollow snap-fit pot that can be filled with sand, gravel, or coins to adjust weight. Comprises three printable pieces with a secure press-fit closure and scalable design.",SI_Idea,15.6h,~200g PLA (estimated for 3-plate functional item),,,9400,→ Stable,4200,€22,"<b>Cactus decor has a stable Etsy audience</b> — primarily female US buyers under 35 seeking gift or shelf decor — but the doorstop function is a narrow use case that limits search volume compared to pure planters or ornaments. Competition in geometric and succulent planters is rated <b>High</b>, and a 15.6h print time on a single printer creates a hard production ceiling of roughly 1 unit per day, making scale difficult without multiple machines. <b>Buyer perception of 3D-printed doorstops is mixed</b> — the fillable weighted mechanism adds genuine functional novelty, but layer lines on the cactus surface may disappoint buyers expecting a premium decorative finish without post-processing.",€22.00,18,396,127,55,214,"Works, but has limits",TRUE,Geometry — the hollow fillable cavity with integrated snap-fit lid and organic cactus surface detail cannot be cost-effectively injection-moulded at low volumes.,medium,"The license status for this MakerWorld file is not explicitly visible in the scraped data — you must check the model page license tab on MakerWorld directly, and if it is not clearly marked as commercial or print-for-sale, message the designer SI_Idea to request written permission before listing prints for sale on Etsy.",medium,"Selling worldwide including to the EU and US means GPSR (EU General Product Safety Regulation, in force December 2024) applies — you will need a Declaration of Conformity and an EU Responsible Person if shipping to EU buyers. For US buyers, no specific federal certification is required for a weighted plastic doorstop used by adults, but California Prop 65 disclosure is advisable if selling to US customers at scale.",low,No identifiable third-party IP holder — the cactus and pot design appears to be an original creation by designer SI_Idea with no licensed characters or trademarks detected,,decor,,,,,testing,,,,,,,,WORLDWIDE,
2026-04-26T21:01:49.336Z,https://makerworld.com/models/2697675?appSharePlatform=copy,makerworld.com/models/2697675,52,Marginal — needs a unique angle,Howling Baby Wolf,"A 3D-printed wolf-shaped wind instrument that functions like a flute, producing howling and melodic tones through internal airflow channels and finger holes. Designed as a novelty collectible and playable musical toy for makers, musicians, and gift buyers.",H2Jack Concepts,2.8h,~40g PLA,1.2k,,1800,→ Stable,320,€12,"<b>Demand is niche and browse-driven</b>, not search-driven — buyers searching 'wolf gift' or 'animal flute' find this category incidentally rather than intentionally, which means conversion depends heavily on thumbnail appeal and listing copy. <b>Competition from mass-produced ceramic and wooden animal whistles on Amazon and AliExpress at €3–€8</b> creates a price ceiling problem, especially given your €5–€15 target range leaves almost no margin after fees and print cost. Seasonality peaks slightly around Christmas and Halloween, but there is no dominant season — this is an impulse-gift item year-round.",€10.00,18,180,27,23,130,"Works, but has limits",TRUE,Geometry — the hollow internal acoustic chamber and integrated finger holes cannot be replicated cheaply by any other low-volume manufacturing method.,medium,"The MakerWorld listing indicates that a commercial/print-for-sale license requires joining a paid membership with H2Jack Concepts — the free download is likely personal use only. You should check the model page license tab and, if the membership tier is required, purchase it before selling prints. Without a verified commercial license, Etsy reselling risks a listing takedown under March 2026 policy.",high,"Because you flagged this product as targeting kids and you are selling worldwide from Portugal (EU), the strictest standards apply: EN 71-1/2/3 (EU toy safety), ASTM F963-23 (USA, CPSIA third-party lab testing for children under 14",,,,art,local,5-15,,,testing,,,new,,,,PT,WORLDWIDE,kids
2026-04-26T21:46:01.664Z,https://makerworld.com/en/models/2684349-cup-holder-class-of-2026,makerworld.com/en/models/2684349-cup-holder-class-of-2026,42,Marginal — needs a unique angle,Cup Holder - Class of 2026,"A graduation-themed cup holder designed for the Class of 2026, intended as a novelty decor or gift item. The design targets graduates and gift-buyers around the 2026 graduation season.",aishaismaeil,2h 30m,45g PLA,,,8500,↑ Seasonal — peaks May–June 2026,4200,€14,"<b>Graduation gift demand is highly seasonal</b>, peaking in May and June, which gives this product a narrow commercial window of roughly 8–10 weeks. The cup holder category on Etsy is crowded with ceramic and laser-cut alternatives that are perceived as higher quality than FDM-printed plastic at similar price points. <b>Buyers shopping for graduation gifts expect a personalised touch</b> — a generic 'Class of 2026' design without a name, school, or colour customisation option will struggle to convert against established sellers with review histories.",€10.00,30,300,36,33,231,"Works, but has limits",TRUE,Zero tooling cost — allows testing the graduation gift market for the 2026 season with no upfront investment and the ability to iterate the design quickly.,high,"The file is licensed under Creative Commons Attribution-NoDerivatives 4.0 (CC BY-ND 4.0), which does not grant commercial use rights for selling physical prints — this license permits sharing but not commercial exploitation, and Etsy's March 2026 policy requires a valid commercial or print-for-sale license; the seller should contact the designer directly to request a commercial license before listing.",low,"Selling from the US to worldwide buyers, this product as a decorative cup holder for adults carries minimal regulatory burden under CPSC rules; however, if marketed toward children or used for food contact, additional CPSA and FDA food-contact material standards would apply.",,,,art,social,5-15,,,testing,,,active,,,,US,WORLDWIDE,
2026-04-26T22:24:36.059Z,https://makerworld.com/fr/models/2432219-eulen-duo-black-white#profileId-2668073,makerworld.com/fr/models/2432219-eulen-duo-black-white,52,Marginal — needs a unique angle,Eulen Duo Black & White,"A decorative two-owl figurine set printed in black and white PLA, with separately printed eyes glued into marked openings for a striking contrast effect. Designed by ChrisB and released on MakerWorld under a stated commercial print-for-sale license.",ChrisB,9.5h,Estimated 120–160g PLA (two-plate print),,1800,9400,→ Stable,12000,€22,"<b>Demand exists but competition is fierce</b> — over 12,000 Etsy listings for owl decor mean a new seller enters a crowded field dominated by ceramic and hand-painted alternatives that buyers perceive as more premium than a plastic print. <b>Seasonality peaks November–December</b> (gift season) and shows a secondary spike in autumn, which aligns well with the owl-and-autumn tag on this model. <b>Buyer perception of 3D-printed figurines in this category is lukewarm</b> unless the seller actively frames the item as handcrafted, highlights the two-tone assembly technique, and photographs it styled in a home setting rather than on a print bed.",€22.00,20,440,112,62,266,"Works, but has limits",TRUE,Zero tooling — the seller can test market viability and iterate on colour combinations or sizing at €0 upfront cost before committing to any volume.,medium,"The scraped description explicitly mentions a separate commercial/print-for-sale license link ('Lust eure Drucke zu verkaufen? Hier gehts zur Lizenz!') but the actual license terms are behind a membership or separate page that was not fully scraped — the seller must click that license link on the MakerWorld model page, confirm the license permits commercial resale of prints, and if unclear, message ChrisB directly to obtain written permission before listing on Etsy.",medium,"Selling worldwide from an unspecified country triggers at minimum the EU GPSR (General Product Safety Regulation, in force December 2024) for any EU-bound sales, requiring a Declaration of Conformity and an EU Responsible Person; for US sales, while a decorative figurine has no specific federal cert requirement, California Prop 65 warnings for PLA filament additives are a practical precaution for",,,,decor,,,,,testing,,,,,,,,WORLDWIDE,
2026-04-26T22:43:49.636Z,https://makerworld.com/models/1505786?appSharePlatform=copy,makerworld.com/models/1505786,52,Marginal — needs a unique angle,"Checklist, Habit Builder, Chore Tracker — Print-in-Place Toggle Board","A print-in-place wall-mounted checklist board with satisfying tactile toggles, designed to help kids and adults track habits, chores, and routines. Cards are laminated and swappable, allowing full personalisation without reprinting.",Hash_4,7.8h (4x2 config); 3.1–5.9h for smaller configs,~120–160g PLA (estimated for 4x2 two-plate print),1.4k,,28000,↑ 18% YoY,12000,€19,"<b>The chore chart and habit tracker category on Etsy is large and well-established</b>, but is dominated by laser-cut wood, acrylic, and printable PDF products — not 3D-printed toggle mechanisms. The tactile, print-in-place toggle is a genuine differentiator, but buyers browsing this category default to wood aesthetics, so photography and framing are critical. <b>Seasonality peaks in September (back to school) and January (New Year habit-setting)</b>, giving a seller two predictable demand windows. Production is a bottleneck: at 7.8h per unit on a single printer, daily output is limited to roughly 2 units, capping monthly revenue unless smaller configs (3.1h) are offered as the primary listing SKU.",€19.00,18,342,107,45,190,"Works, but has limits",TRUE,"Mechanism — the print-in-place sliding toggle with tactile feedback is impossible to replicate cost-effectively via laser cutting or injection moulding at low volumes, and is a clear reason-to-buy unavailable from paper or wood competitors.",medium,,,,,,,functional,,,,,testing,,,,,,,,WORLDWIDE,
2026-04-26T22:55:23.781Z,https://makerworld.com/en/models/530440-gameboy-cartridge-nintendo-switch-game-case#profileId-2987487,makerworld.com/en/models/530440-gameboy-cartridge-nintendo-switch-game-case,32,Don't sell — Nintendo IP risk,Gameboy Cartridge Nintendo Switch Game Case,A 3D printed game case inspired by Game Boy Color cartridges that holds 4 Nintendo Switch game cards. Proportions are slightly larger than a real GBC cartridge.,caelvm,55 min,~40g PLA,,,3200,→ Stable,1400,€12,"<b>Search volume for Switch game storage accessories is moderate but steady</b>, driven by the large installed base of Nintendo Switch owners. However, the category is saturated with cheap injection-moulded and off-shelf alternatives on Amazon from €3–8, making it extremely difficult to justify a 3D-printed premium. <b>Buyer perception of printed plastic cases in this category skews low</b> — shoppers expect smooth, professional finishes for game storage. The 55-minute print time is a genuine production strength, but the IP risk and commodity competition create a ceiling that undermines any revenue strategy.",€12.00,40,480,53,53,374,"Works, but has limits",FALSE,Zero tooling cost — test colour variants and sizing at no upfront investment before committing to any inventory.,high,"The product title, description, and tags explicitly reference 'Nintendo', 'Nintendo Switch', 'Gameboy', and 'Pokemon' — all active Nintendo trademarks. Etsy IP enforcement against Nintendo-branded listings is aggressive and well-documented; listings are routinely removed under DMCA/trademark takedown requests regardless of the physical file license.",high,"Selling items referencing Nintendo trademarks (Game Boy, Nintendo Switch) in the US and worldwide exposes the seller to trademark infringement claims under 15 U.S.C. § 1114 (Lanham Act); internationally, equivalent trademark law applies in the EU, UK, AU, and JP. The seller must remove all Nintendo and Game Boy branding from the product title, description",,,,gaming,etsy,,,,side-hustle,,,active,,,,US,WORLDWIDE,
2026-04-26T23:23:43.514Z,https://makerworld.com/en/models/167596-articulated-pixel-heart-keychain#profileId-184031,makerworld.com/en/models/167596-articulated-pixel-heart-keychain,52,Marginal — needs a unique angle,Articulated Pixel Heart Keychain,"A flexi articulated keychain in a pixelated heart shape, inspired by retro gaming aesthetics. Prints in under 25 minutes in a single plate with no supports required.",Frikarte3D,~21 minutes,~8g PLA,,1500,18000,→ Stable,52000,€7,"<b>Demand is real but competition is brutal</b> — 'heart keychain' and 'flexi keychain' are high-volume Etsy search terms, but 50,000+ listings mean a new seller without reviews will be buried. <b>The pixel/retro gaming angle is a partial differentiator</b>, appealing to the under-35 female gamer demographic that overlaps well with Etsy's core audience, but it is not unique enough on its own to command a premium above €8–10. <b>Production volume is not the constraint</b> at 21 minutes per unit — margin and discoverability are the real problems, and without personalisation (e.g. custom initials or name engraving), average order value will remain low.",€7.00,60,420,13,67,340,"Works, but has limits",TRUE,"Zero tooling — the flexi articulation is printed-in-place in a single 21-minute run, making it impossible to replicate cheaply via injection moulding at small volumes and justifying a handmade craft positioning on Etsy.",high,"The designer (Frikarte3D) explicitly states in the model description that buyers have NO right to sell printed models without written consent, and instructs sellers to message for a commercial deal — this is a personal-use-only licence by default, which means selling prints on Etsy without a written",,,,,,wearable,,,,,testing,,,,,,,,WORLDWIDE,
